user_statuses_count,user_followers_count,full_text,user_url,user_location,user_description,user_profile_image_url_https,is_quote_status,quote_count,user_friends_count,full_text_norm,entities_user_mentions,entities_urls,in_reply_to_user_id_str,favorite_count,lang,user_created_at,user_listed_count,created_at,user_id_str,user_favourites_count,user_verified,source,in_reply_to_status_id_str,reply_count,in_reply_to_screen_name,id_str,entities_hashtags,text_sentiment,retweet_count,user_name,user_screen_name
None,None,@Y_FarinaJKT48 mbak chuuu liat ini ya KnP Yogyakarta Vers. #JogjaOraDidol,None,None,None,None,None,None,None,@Y_FarinaJKT48 mbak chuuu liat ini ya KnP Yogyakarta Vers. #JogjaOraDidol,Y_FarinaJKT48,None,NA,0,None,None,None,2014-12-28T16:29:00Z,None,None,None,None,None,0,NA,549240822848167940,JogjaOraDidol,neutral,0,Brlwn.,Brlwn28_
None,None,@Adek_Tampubolon cek bang #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@Adek_Tampubolon cek bang #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,Adek_Tampubolon,None,NA,0,None,None,None,2014-12-28T16:29:00Z,None,None,None,None,None,0,NA,549240798437322750,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,#JogjaOraDidol #SugengTanggapWarsoJKT48Kaping3,None,None,None,None,None,None,None,#JogjaOraDidol #SugengTanggapWarsoJKT48Kaping3,NA,None,NA,0,None,None,None,2014-12-28T16:29:00Z,None,None,None,None,None,0,NA,549240759786827800,JogjaOraDidol SugengTanggapWarsoJKT48Kaping3,neutral,3,Ipin,pdgpenyok
None,None,@dhikeJKT48 key tonton key trus di favorite~ #JogjaOraDidol,None,None,None,None,None,None,None,@dhikeJKT48 key tonton key trus di favorite~ #JogjaOraDidol,dhikeJKT48,None,NA,0,None,None,None,2014-12-28T16:29:00Z,None,None,None,None,None,0,NA,549240694234050560,JogjaOraDidol,neutral,0,Brlwn.,Brlwn28_
None,None,mas @JNE_ID @JNECare ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,None,None,None,None,None,None,None,mas @JNE_ID @JNECare ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,JNE_ID JNECare,None,NA,0,None,None,None,2014-12-28T16:29:00Z,None,None,None,None,None,0,NA,549240658599219200,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,@jeaniceang cek kak ntappps! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@jeaniceang cek kak ntappps! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,jeaniceang,None,NA,0,None,None,None,2014-12-28T16:28:00Z,None,None,None,None,None,1,NA,549240357272047600,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,positive,0,Haheho,EnoEnke
None,None,@Rachel_JKT48 kangen tapi.. ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,None,None,None,None,None,None,None,@Rachel_JKT48 kangen tapi.. ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,Rachel_JKT48,None,886499664,0,None,None,None,2014-12-28T16:27:00Z,None,None,None,None,None,0,rclnatasyaa,549240230897664e3,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,positive,0,-Adn,adnanbajuri
None,None,@sonyapandr cek nyaa ntaps! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@sonyapandr cek nyaa ntaps! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,sonyapandr,None,NA,0,None,None,None,2014-12-28T16:26:00Z,None,None,None,None,None,0,NA,549240098689007600,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,positive,0,Haheho,EnoEnke
None,None,@diasta99 cek kak makasih! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@diasta99 cek kak makasih! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,diasta99,None,NA,0,None,None,None,2014-12-28T16:26:00Z,None,None,None,None,None,0,NA,549240022788886500,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,positive,0,Haheho,EnoEnke
None,None,@Octi_Osca cek ti :) #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@Octi_Osca cek ti :) #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,Octi_Osca,None,NA,0,None,None,None,2014-12-28T16:26:00Z,None,None,None,None,None,0,NA,549239939250941950,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,positive,0,Haheho,EnoEnke
None,None,"@JKT48JOGJAFC: @nabilahJKT48 dek.. coba ditonton y:) nikmati, pahami, resapi, maknai #JogjaOraDidol salam #Wotajowo",None,None,None,None,None,None,None,"@JKT48JOGJAFC: @nabilahJKT48 dek.. coba ditonton y:) nikmati, pahami, resapi, maknai #JogjaOraDidol salam #Wotajowo",JKT48JOGJAFC nabilahJKT48,None,NA,0,None,None,None,2014-12-28T16:25:00Z,None,None,None,None,None,0,NA,549239825639821300,JogjaOraDidol Wotajowo,neutral,0,Vankastic Yogyakarta,Vankastic_Jogja
None,None,makasih :) #JogjaOraDidol RT @deanfahmi: Jogja Punya Cerita Keren nih,None,None,None,None,None,None,None,makasih :) #JogjaOraDidol RT @deanfahmi: Jogja Punya Cerita Keren nih,deanfahmi,None,NA,0,None,None,None,2014-12-28T16:25:00Z,None,None,None,None,None,1,NA,549239771906580500,JogjaOraDidol,positive,0,Brlwn.,Brlwn28_
None,None,@dhikeJKT48 tontonya ! JKT48 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@dhikeJKT48 tontonya ! JKT48 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,dhikeJKT48,None,NA,0,None,None,None,2014-12-28T16:25:00Z,None,None,None,None,None,0,NA,549239771508133900,JogjaOraDidol,positive,2,dhikeringer Jogja,Dhikeringer_YK
None,None,@JKT48_Youtube cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@JKT48_Youtube cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,JKT48_Youtube,None,NA,0,None,None,None,2014-12-28T16:25:00Z,None,None,None,None,None,0,NA,549239714230698e3,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,@S_NadseJKT48 mbak mbak di tonton ya KnP Yogyakarta version :3 #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,None,None,None,None,None,None,None,@S_NadseJKT48 mbak mbak di tonton ya KnP Yogyakarta version :3 #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,S_NadseJKT48,None,NA,0,None,None,None,2014-12-28T16:25:00Z,None,None,None,None,None,0,NA,549239650083029e3,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,positive,0,Brlwn.,Brlwn28_
None,None,@Rachel_JKT48 mari ditonton karua @JKT48JOGJAFC @KINEUKDW @jjgfans #JogjaOraDidol #SugengTanggapWarsoJKT48Kaping3,None,None,None,None,None,None,None,@Rachel_JKT48 mari ditonton karua @JKT48JOGJAFC @KINEUKDW @jjgfans #JogjaOraDidol #SugengTanggapWarsoJKT48Kaping3,Rachel_JKT48 JKT48JOGJAFC KINEUKDW jjgfans,None,886499664,0,None,None,None,2014-12-28T16:24:00Z,None,None,None,None,None,0,rclnatasyaa,5.4923953660613837e+17,JogjaOraDidol SugengTanggapWarsoJKT48Kaping3,neutral,0,Yogi Rimawan,YRimawan
None,None,@milenia_tintin cek len ntap! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@milenia_tintin cek len ntap! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,milenia_tintin,None,NA,0,None,None,None,2014-12-28T16:24:00Z,None,None,None,None,None,0,NA,549239509133439e3,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,positive,0,Haheho,EnoEnke
None,None,@Rachel_JKT48 ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,None,None,None,None,None,None,None,@Rachel_JKT48 ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,Rachel_JKT48,None,886499664,0,None,None,None,2014-12-28T16:24:00Z,None,None,None,None,None,0,rclnatasyaa,549239464237617150,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,1,JJF Radio,JJFRadio
None,None,@Rachel_JKT48 ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,None,None,None,None,None,None,None,@Rachel_JKT48 ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,Rachel_JKT48,None,886499664,0,None,None,None,2014-12-28T16:24:00Z,None,None,None,None,None,0,rclnatasyaa,549239448035012600,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,@SSesariawati cek yaaa~ #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@SSesariawati cek yaaa~ #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,SSesariawati,None,NA,0,None,None,None,2014-12-28T16:23:00Z,None,None,None,None,None,0,NA,549239297623085060,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,2,Haheho,EnoEnke
None,None,@kinalJKT48 ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,None,None,None,None,None,None,None,@kinalJKT48 ditonton ya kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,kinalJKT48,None,432697754,0,None,None,None,2014-12-28T16:23:00Z,None,None,None,None,None,0,kinalkinal,549239105196797950,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,@HarukaN_JKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,None,None,None,None,None,None,None,@HarukaN_JKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,HarukaN_JKT48,None,945492493,0,None,None,None,2014-12-28T16:21:00Z,None,None,None,None,None,0,Haruka_NKGW10,549238740866965500,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,1,-Adn,adnanbajuri
None,None,"@ghaidaJKT48 Harmoni Alam,JKT48,& JOGJAKARTA! JKT48 Papan penanda isi hati JOGJAKARTA version! #JogjaOraDidol",None,None,None,None,None,None,None,"@ghaidaJKT48 Harmoni Alam,JKT48,& JOGJAKARTA! JKT48 Papan penanda isi hati JOGJAKARTA version! #JogjaOraDidol",ghaidaJKT48,None,NA,0,None,None,None,2014-12-28T16:20:00Z,None,None,None,None,None,0,NA,549238437895614460,JogjaOraDidol,positive,0,Don G,Don_gundul
None,None,"@nabilahJKT48 dek.. coba ditonton y :) nikmati, pahami, resapi, maknai.. #JogjaOraDidol salam #Wotajowo",None,None,None,None,None,None,None,"@nabilahJKT48 dek.. coba ditonton y :) nikmati, pahami, resapi, maknai.. #JogjaOraDidol salam #Wotajowo",nabilahJKT48,None,NA,2,None,None,None,2014-12-28T16:19:00Z,None,None,None,None,None,0,NA,549238263324479500,JogjaOraDidol Wotajowo,positive,5,JKT48 FC Yogyakarta,JKT48JOGJAFC
None,None,"@sendyJKT48 Kak, bole kah adek.. alah #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol",None,None,None,None,None,None,None,"@sendyJKT48 Kak, bole kah adek.. alah #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol",sendyJKT48,None,NA,0,None,None,None,2014-12-28T16:19:00Z,None,None,None,None,None,0,NA,549238115731132400,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,indra bayu f,indrabayuf_
None,None,@Dena_JKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,None,None,None,None,None,None,None,@Dena_JKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,Dena_JKT48,None,NA,0,None,None,None,2014-12-28T16:18:00Z,None,None,None,None,None,0,NA,549238033715695600,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,@kinalJKT48 @dhikeJKT48 MARI SILAHKAN DILIHAT! JKT48 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@kinalJKT48 @dhikeJKT48 MARI SILAHKAN DILIHAT! JKT48 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,kinalJKT48 dhikeJKT48,None,NA,0,None,None,None,2014-12-28T16:18:00Z,None,None,None,None,None,0,NA,549238011292971e3,JogjaOraDidol,positive,1,Ardi,ridwanardi_
None,None,@infosenijogja cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@infosenijogja cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,infosenijogja,None,NA,0,None,None,None,2014-12-28T16:18:00Z,None,None,None,None,None,0,NA,549237913079136260,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,bro bro @BlaksCreative kokopla vers jogja nih #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol :)))),None,None,None,None,None,None,None,bro bro @BlaksCreative kokopla vers jogja nih #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol :)))),BlaksCreative,None,NA,1,None,None,None,2014-12-28T16:18:00Z,None,None,None,None,None,0,NA,549237907974660100,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,positive,4,-Adn,adnanbajuri
None,None,@SeputarEvent cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@SeputarEvent cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,SeputarEvent,None,NA,0,None,None,None,2014-12-28T16:18:00Z,None,None,None,None,None,0,NA,549237841612394500,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,@ghaidaJKT48 @ #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,None,None,None,None,None,None,None,@ghaidaJKT48 @ #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,ghaidaJKT48,None,NA,0,None,None,None,2014-12-28T16:17:00Z,None,None,None,None,None,0,NA,549237689862467600,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,@nabilahJKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,None,None,None,None,None,None,None,@nabilahJKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,nabilahJKT48,None,NA,0,None,None,None,2014-12-28T16:16:00Z,None,None,None,None,None,0,NA,549237470152253440,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,@veJKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,None,None,None,None,None,None,None,@veJKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,veJKT48,None,432699729,0,None,None,None,2014-12-28T16:13:00Z,None,None,None,None,None,0,jcvrnd19,549236756453654500,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,@jah_balance cek lik nuwun #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@jah_balance cek lik nuwun #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,jah_balance,None,NA,0,None,None,None,2014-12-28T16:13:00Z,None,None,None,None,None,0,NA,549236649956102140,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,@S_GraciaJKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,None,None,None,None,None,None,None,@S_GraciaJKT48 #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,S_GraciaJKT48,None,2397676153,0,None,None,None,2014-12-28T16:13:00Z,None,None,None,None,None,0,S_GraciaJKT48,549236586928291840,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,@killthedj cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@killthedj cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,killthedj,None,NA,1,None,None,None,2014-12-28T16:12:00Z,None,None,None,None,None,0,NA,549236580028657660,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,1,Haheho,EnoEnke
None,None,@showimah cek mbak tulung #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@showimah cek mbak tulung #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,showimah,None,NA,0,None,None,None,2014-12-28T16:12:00Z,None,None,None,None,None,0,NA,549236458297384960,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,Enjoy~ JKT48 Papan penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,Enjoy~ JKT48 Papan penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,NA,None,NA,0,None,None,None,2014-12-28T16:12:00Z,None,None,None,None,None,0,NA,549236454820290560,JogjaOraDidol,neutral,0,dhikeringer Jogja,Dhikeringer_YK
None,None,@antoGANTAZZ cek mas nuwun #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@antoGANTAZZ cek mas nuwun #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,antoGANTAZZ,None,NA,0,None,None,None,2014-12-28T16:11:00Z,None,None,None,None,None,0,NA,549236315456143360,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,@infojogja cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@infojogja cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,infojogja,None,NA,0,None,None,None,2014-12-28T16:11:00Z,None,None,None,None,None,0,NA,549236142814416900,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,RT @laksamanajensin: @Cindygulla0 Di tonton ya video project kokopla dari JOGJA #JogjaOraDidol,None,None,None,None,None,None,None,RT @laksamanajensin: @Cindygulla0 Di tonton ya video project kokopla dari JOGJA #JogjaOraDidol,laksamanajensin Cindygulla0,None,NA,0,None,None,None,2014-12-28T16:11:00Z,None,None,None,None,None,0,NA,549236129589776400,JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,@mbahKJogja cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@mbahKJogja cek lik #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,mbahKJogja,None,NA,0,None,None,None,2014-12-28T16:10:00Z,None,None,None,None,None,0,NA,549236017991929860,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,@Cindygulla0 cek ya oshi >.< kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,None,None,None,None,None,None,None,@Cindygulla0 cek ya oshi >.< kokopla jogja vers #SugengTanggapWarsoJKT48Kaping3 x #JogjaOraDidol,Cindygulla0,None,NA,0,None,None,None,2014-12-28T16:10:00Z,None,None,None,None,None,0,NA,549235867454173200,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,-Adn,adnanbajuri
None,None,Len @H_ElaineJKT48 :) RT @JKT48JOGJAFC: jangan lupa sebarkan gaes! ke siapapun! jangan putus dikalian! #JogjaOraDidol,None,None,None,None,None,None,None,Len @H_ElaineJKT48 :) RT @JKT48JOGJAFC: jangan lupa sebarkan gaes! ke siapapun! jangan putus dikalian! #JogjaOraDidol,H_ElaineJKT48 JKT48JOGJAFC,None,NA,0,None,None,None,2014-12-28T16:08:00Z,None,None,None,None,None,0,NA,549235446639624200,JogjaOraDidol,positive,1,Elainelastic Yk,ElainelasticYK
None,None,Waiki RT @JKT48JOGJAFC: jangan lupa sebarkan gaes! ke siapapun! jangan putus dikalian! #JogjaOraDidol,None,None,None,None,None,None,None,Waiki RT @JKT48JOGJAFC: jangan lupa sebarkan gaes! ke siapapun! jangan putus dikalian! #JogjaOraDidol,JKT48JOGJAFC,None,NA,0,None,None,None,2014-12-28T16:08:00Z,None,None,None,None,None,0,NA,549235413655617540,JogjaOraDidol,positive,0,Hasbur Rahman,HasbXB
None,None,@M_DesyJKT48 mboke cek dilit #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@M_DesyJKT48 mboke cek dilit #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,M_DesyJKT48,None,NA,0,None,None,None,2014-12-28T16:07:00Z,None,None,None,None,None,0,NA,549235169454854140,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,"@RENAN0ZAWA renaaaa coba nih di tonton.. kalau kangen indonesia kesini donk, main2 ke jogja jg :)) #JogjaOraDidol",None,None,None,None,None,None,None,"@RENAN0ZAWA renaaaa coba nih di tonton.. kalau kangen indonesia kesini donk, main2 ke jogja jg :)) #JogjaOraDidol",RENAN0ZAWA,None,NA,0,None,None,None,2014-12-28T16:06:00Z,None,None,None,None,None,0,NA,5.4923496269663437e+17,JogjaOraDidol,positive,1,Crs,Crs_tiant
None,None,@nabilahJKT48 cek lah nab! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@nabilahJKT48 cek lah nab! #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,nabilahJKT48,None,NA,0,None,None,None,2014-12-28T16:06:00Z,None,None,None,None,None,0,NA,5.4923494781105357e+17,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,positive,0,Haheho,EnoEnke
None,None,@Naomi_JKT48 cek yak dups~ #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@Naomi_JKT48 cek yak dups~ #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,Naomi_JKT48,None,886604274,0,None,None,None,2014-12-28T16:06:00Z,None,None,None,None,None,0,ShintaNaomi,549234827182878700,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,@sisil_jkt48 Diliat ya selodeh #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,None,None,None,None,None,None,None,@sisil_jkt48 Diliat ya selodeh #SugengTanggapWarsoJKT48Kaping3 #JogjaOraDidol,sisil_jkt48,None,NA,0,None,None,None,2014-12-28T16:05:00Z,None,None,None,None,None,0,NA,549234710568632300,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,brm,antoniusbram
None,None,@Cindygulla0 liat iki sen lah #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,None,None,None,None,None,None,None,@Cindygulla0 liat iki sen lah #SugengTanggapWarsoJKT48Kaping3 Papan Penanda Isi Hati YOGYAKARTA Vers.. #JogjaOraDidol,Cindygulla0,None,2341752037,0,None,None,None,2014-12-28T16:05:00Z,None,None,None,None,None,0,Cindygulla0,549234706382737400,SugengTanggapWarsoJKT48Kaping3 JogjaOraDidol,neutral,0,Haheho,EnoEnke
None,None,oit.. ehh ini coba di tonton.. video persembahan dari temen2 region jogja :) #JogjaOraDidol RT @Naomi_JKT48: test,None,None,None,None,None,None,None,oit.. ehh ini coba di tonton.. video persembahan dari temen2 region jogja :) #JogjaOraDidol RT @Naomi_JKT48: test,Naomi_JKT48,None,NA,0,None,None,None,2014-12-28T16:05:00Z,None,None,None,None,None,0,NA,549234612942037e3,JogjaOraDidol,positive,2,Naomissions Jogja,naomission_JGJ
None,None,@nabilahJKT48 #JogjaOraDidol #SugengTanggapWarsoJKT48Kaping3,None,None,None,None,None,None,None,@nabilahJKT48 #JogjaOraDidol #SugengTanggapWarsoJKT48Kaping3,nabilahJKT48,None,NA,0,None,None,None,2014-12-28T16:00:00Z,None,None,None,None,None,0,NA,549233489208291300,JogjaOraDidol SugengTanggapWarsoJKT48Kaping3,neutral,0,GueRoy,YudhaRoy
None,None,@bimaNputra rewangi up lah coba di tonton ada pesan juga #JogjaOraDidol,None,None,None,None,None,None,None,@bimaNputra rewangi up lah coba di tonton ada pesan juga #JogjaOraDidol,bimaNputra,None,530939143,0,None,None,None,2014-12-28T15:58:00Z,None,None,None,None,None,0,bimanputra,5.4923293351335117e+17,JogjaOraDidol,neutral,0,Hutama,Hutama_Muchtar
None,None,@Naomi_JKT48 dance cover KnP @JKT48JOGJAFC version.. tema : JOGJA ORA DIDOL alias JOGJA TIDAK DIJUAL #JogjaOraDidol,None,None,None,None,None,None,None,@Naomi_JKT48 dance cover KnP @JKT48JOGJAFC version.. tema : JOGJA ORA DIDOL alias JOGJA TIDAK DIJUAL #JogjaOraDidol,Naomi_JKT48 JKT48JOGJAFC,None,NA,0,None,None,None,2014-12-28T15:58:00Z,None,None,None,None,None,1,NA,549232840332673e3,JogjaOraDidol,neutral,1,Crs,Crs_tiant
